,carat,cut,color,clarity,depth,table,x,y,z,cut_,clarity_,color_,price_predicted
2809,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,2,5,2,810.7684985901528
2810,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,2,4,6,1503.0998482050081
2811,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,3,6,6,554.2003498408021
2812,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,3,4,4,638.7260303442381
2813,0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,5,6,7,1366.7099008656671
2814,0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,3,3,6,1518.8536872620084
2815,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,3,3,5,2438.16054510384
2816,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,5,4,6,884.0236588054623
2817,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,4,2,6,1066.4213832719772
2818,0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,5,3,7,2963.4714557046586
2819,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,3,4,5,1542.057623183027
2820,0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,5,5,4,476.5624252269355
2821,1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,2,1,5,2709.208103262953
2822,0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,5,8,5,635.2355284036558
2823,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,5,7,4,828.0146556833297
2824,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,4,5,4,3780.588759107876
2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,5,4,3,5672.551579176873
2826,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,4,2,7,3634.652984036156
2827,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,4,5,1,20052.755497324182
2828,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,5,5,2,6046.8688462431655
2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,2,7,6,1059.3388407359485
2830,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,2,7,5,714.5388540977875
2831,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,5,5,4,1821.6189385877947
2832,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,4,3,1,2015.2213499529496
2833,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,4,2,7,549.6639121641703
2834,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,4,5,2,8676.496992460492
2835,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,3,2,3,3605.007408673463
2836,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,4,7,4,1352.4296403230048
2837,0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,5,7,3,764.5986607266866
2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,5,5,6,2260.738419892329
2839,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,4,7,4,908.5199760490283
2840,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,3,5,7,1815.084870182942
2841,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,1,1,1,13746.154440207536
2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,5,4,7,2119.7163139250606
2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,5,7,6,820.425931296538
2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,5,5,6,1036.0531287753008
2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,5,4,4,1636.6001847352554
2846,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,3,2,7,10446.286633944042
2847,0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,5,3,7,606.4166230549143
2848,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,3,5,1,8803.291326077087
2849,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,3,6,4,775.9522973344305
2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,2,4,3,504.3564373253461
2851,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,4,3,4,2419.779571604013
2852,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,4,2,5,4114.10481205399
2853,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,5,7,5,780.0248103739262
2854,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,5,5,3,9241.940410200988
2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,5,4,2,2342.2941061308065
2856,0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,5,3,7,1026.5451413185403
2857,1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,4,5,5,6268.199863948735
2858,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,5,5,7,7983.853072697703
2859,0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,4,5,4,1720.3161233688481
2860,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,5,4,4,5928.636613301457
2861,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,5,6,7,951.437885954206
2862,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,3,2,5,8427.867055515107
2863,0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,5,2,3,668.2492785140939
2864,0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,3,5,5,3199.9538084907304
2865,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,2,3,7,1366.3501587608591
2866,1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,3,4,7,6127.46337165502
2867,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,2,4,3,12561.62894614985
2868,0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,5,7,5,1340.7141157238757
2869,0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,3,5,4,670.916731314453
2870,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,3,3,6,1361.0417639600762
2871,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,1,2,5,3670.4096358540464
2872,1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,3,2,4,4047.95315083647
2873,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,4,6,6,12838.047053519378
2874,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,5,3,6,1483.5225222669424
2875,1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,4,2,3,4940.507614153731
2876,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,5,5,5,3449.9320606482925
2877,0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,3,7,5,1870.868176867499
2878,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,4,3,3,622.077804067958
2879,0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,4,3,7,2751.01001306986
2880,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,4,2,6,3482.7362712788604
2881,0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,4,7,4,810.5201320181255
2882,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,3,2,4,13617.711000372468
2883,0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,2,2,5,3098.7124472905307
2884,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,5,2,6,5924.885572516689
2885,0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,5,5,6,983.9631292111848
2886,0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,5,6,5,1075.1189956821338
2887,0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,5,3,5,519.3817167723738
2888,0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,4,4,5,822.7326046953189
2889,0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,4,2,1,1698.5861817773382
2890,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,5,3,3,9450.527330654337
2891,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,3,4,5,2227.398237899226
2892,0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,4,3,3,2234.4534689127618
2893,0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,2,5,4,645.3819544359787
2894,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,5,4,4,5613.74546073151
2895,0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,4,5,3,1015.4716646936907
2896,1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,5,4,4,6921.466233445229
2897,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,4,3,4,1346.2482108914614
2898,1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,2,3,3,3984.790981388706
2899,0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,3,3,6,1684.7537491836401
2900,0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,4,3,4,539.6871125731782
2901,0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,5,6,7,1180.130029781403
2902,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,2,3,4,3538.835343261265
2903,1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,5,3,4,4799.860862831862
2904,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,5,3,1,3392.4094194060212
2905,0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,4,2,4,2377.604674375874
2906,0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,5,5,4,746.5524333666561
2907,0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,5,6,3,752.4216707900654
2908,1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5,3,3,5116.260632375003
2909,0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,2,3,1,797.0651010853162
2910,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,5,4,1,3753.559196373229
2911,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,3,6,6,7000.397853366581
2912,0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,4,2,6,1572.689800320216
2913,0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,3,2,3,1742.1922290555597
2914,0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,4,3,2,419.5709820617038
2915,0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,4,4,6,1006.0923527249142
2916,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,5,3,6,3881.3136448751443
2917,0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,5,6,2,2998.3079083073103
2918,1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,5,3,1,3774.014708604474
2919,0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,5,2,7,806.6169456325567
2920,0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,3,3,6,894.1587321148395
2921,0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,1,4,6,299.8415656252904
2922,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,4,4,6,653.0143119663541
2923,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,5,2,1,3664.8338294242453
2924,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,1,1,2,2195.1307530831396
2925,0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,3,5,6,2528.9957558675674
2926,0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,5,6,3,4175.516241971806
2927,1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,1,1,4,2428.4475711818814
2928,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,5,4,6,708.201331356117
2929,0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,4,2,7,1201.8491316500827
2930,1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,4,3,5,4997.994333607205
2931,1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,3,2,5,3928.1020480704833
2932,0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,5,3,7,606.4166230549143
2933,0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,5,4,6,838.3580290712733
2934,0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,5,4,3,2551.616644687133
2935,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,5,2,4,4482.296697193386
2936,1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,4,7,7,11577.599756474818
2937,1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,4,3,3,4751.802524477742
2938,0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,5,4,2,406.27829992895477
2939,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,2,4,5,1429.0810776986666
2940,1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,4,3,7,5486.1677874316165
2941,0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,1,3,7,920.8542054206931
2942,1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,5,3,5,11159.91215576923
2943,0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,4,4,6,2055.5758085307566
2944,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,4,6,7,1401.4978177334938
2945,2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,5,2,5,18829.603891023085
2946,0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,2,2,6,741.7075715017213
2947,0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,3,3,4,1216.4637210769142
2948,0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,3,4,5,344.32433018902464
2949,1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,3,3,5,5808.109229303367
2950,1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,5,2,6,6115.367649827737
2951,1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,4,7,5,9427.983005124286
2952,0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,5,2,4,3179.9662868527626
2953,1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,4,5,4,8568.30732852379
2954,0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,4,5,5,3202.594587163804
2955,1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,4,3,2,4322.786257442054
2956,0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,3,2,6,1162.9016143334716
2957,0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,4,3,6,534.7408996960144
2958,1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,4,2,4,4698.540326726896
2959,0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,4,4,5,583.6878106850583
2960,0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,4,3,7,959.2096338937437
2961,0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,4,3,2,3120.9867499808074
2962,0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,5,5,3,576.1346016331513
2963,0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,4,2,5,2290.5300759315705
2964,0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,3,4,1,654.7074083763206
2965,0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,4,3,6,1506.2512822476187
2966,0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,5,6,7,2404.703715942584
2967,0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,3,2,3,2796.322531507667
2968,0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,2,5,2,2325.2813348517757
2969,0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,3,4,3,623.9070153860634
2970,0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,5,4,5,2939.4172982005493
2971,1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,3,4,4,5345.91382847163
2972,1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,2,2,5,3778.6003220413195
2973,0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,5,2,2,352.82492175652357
2974,1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,4,5,4,8701.01454356619
2975,0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,3,3,6,2564.4442449316193
2976,0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,5,4,7,1979.4346429727266
2977,0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,5,3,3,703.6032484305796
2978,0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,1,2,6,3050.0284379973664
2979,1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,5,2,7,4527.795995755433
2980,0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,3,4,4,500.7980322022221
2981,2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,4,3,6,19205.76005037086
2982,1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,4,2,5,6810.033647417896
2983,0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,4,4,5,3034.0406027878157
2984,0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,4,4,3,538.9468258000901
2985,1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,1,2,1,4919.213199786755
2986,0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,5,8,3,474.28652234876216
2987,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,5,4,6,3882.317142048962
2988,0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,4,4,5,3113.8645330163613
2989,0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,3,5,7,5489.211138033316
2990,0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,4,6,5,1925.6508954187382
2991,0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,5,6,4,638.8718965746626
2992,0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,2,3,5,2220.794533451966
2993,0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,5,4,7,1777.4798734930848
2994,1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,5,4,2,10186.618332278133
2995,1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,3,2,3,7408.066493204864
2996,2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,5,3,2,14472.936084064891
2997,1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,3,7,4,7253.590473276969
2998,0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,1,3,4,3887.609417395581
2999,0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,3,7,6,554.2816882830045
3000,0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,5,5,3,1085.5398435131667
3001,1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,3,7,4,8061.492713159611
3002,0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,3,5,7,1249.1954953787422
3003,1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,4,4,5,5845.475276234502
3004,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,3,6,3,2278.121013413834
3005,0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,5,5,1,730.4704509458645
3006,0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,5,5,7,922.1142093695167
3007,0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,5,2,6,772.9029720089322
3008,0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,5,6,4,1226.1736762944581
3009,0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,5,3,3,450.8590985954482
3010,0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,5,5,6,742.526322437769
3011,0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,3,4,6,1335.5536950169105
3012,0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,5,8,4,1343.785249061743
3013,0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,5,4,6,627.1707612621512
3014,1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,5,2,5,4851.522743208521
3015,0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,3,3,6,2633.8531110083222
3016,0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91,5,2,4,3661.5649894409307
3017,1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,3,8,6,8342.242993129868
3018,0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,4,2,7,865.5400503116313
3019,0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,5,8,2,772.0709082581543
3020,0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82,5,5,6,983.9631292111848
3021,1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,5,3,3,12076.138580401826
3022,0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,5,7,3,1004.9486792568681
3023,0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,5,4,7,3313.850116429127
3024,0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,3,3,2,1042.111790030353
3025,0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,5,4,6,627.1707612621512
3026,0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,3,4,6,3023.8464530356136
3027,0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68,5,5,6,698.0728384974911
3028,0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,2,3,5,4334.5689485893245
3029,1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,5,2,2,5019.163441356879
3030,1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,5,4,2,10435.495419429515
3031,1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,4,5,4,5892.525997817382
3032,0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99,5,6,7,1498.2020421075706
3033,0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,1,3,4,2063.292578693198
3034,0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27,5,5,7,2359.3516717731663
3035,0.51,Good,E,SI1,57.4,62.0,5.24,5.29,3.02,2,3,6,1358.9753415416683
3036,0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,3,3,2,1080.9156685686507
3037,0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,4,7,4,1176.3028056328947
3038,1.7,Very Good,H,VS2,63.3,57.0,7.59,7.54,4.79,3,4,3,12915.227430162317
3039,0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,3,6,6,725.5635351641305
3040,1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07,5,3,3,5028.24600666801
3041,2.01,Ideal,F,SI2,61.9,55.0,8.1,8.05,5.0,5,2,5,15355.159998527311
3042,0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,5,4,1,1195.298600217941
3043,0.9,Fair,F,SI2,62.6,58.0,6.01,6.06,3.78,1,2,5,2899.8325908887778
3044,0.9,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,5,5,2,4074.2649023306053
3045,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,4,6,5,6970.82773958316
3046,0.51,Very Good,H,VS2,60.1,59.8,5.14,5.19,3.1,3,4,3,1338.6122143287573
3047,0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,4,5,6,3368.471889348694
3048,0.7,Fair,H,SI1,66.0,56.0,5.5,5.53,3.64,1,3,3,1905.2691054776105
3049,0.34,Ideal,I,SI1,60.2,57.0,4.54,4.5,2.72,5,3,2,510.04695336548593
3050,0.32,Ideal,G,IF,61.2,55.0,4.41,4.44,2.71,5,8,4,882.8217813387529
3051,0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,5,4,7,696.2084358548125
3052,0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94,4,3,6,962.8562864761443
3053,1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,5,5,1,12924.28598875899
3054,0.9,Very Good,I,VS2,63.2,56.0,6.15,6.09,3.87,3,4,2,3485.8088076961462
3055,1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95,5,4,6,6051.082555906954
3056,0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,4,3,6,793.6420838355906
3057,1.53,Ideal,F,VS1,61.5,59.0,7.38,7.46,4.56,5,5,5,14260.800245919625
3058,1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,5,4,4,6360.999106998592
3059,1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,4,2,5,4347.19117618438
3060,0.8,Very Good,E,SI2,62.6,59.0,5.84,5.91,3.68,3,2,6,2714.2940467773137
3061,0.29,Good,F,VS1,62.1,56.0,4.24,4.26,2.64,2,5,5,570.3836585011672
3062,1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,5,1,5,4234.368639443038
3063,2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,3,4,1,13059.221365729045
3064,0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,4,6,4,666.5913953032916
3065,1.01,Fair,H,VS2,64.5,60.0,6.3,6.25,4.05,1,4,3,4362.158318079113
3066,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,5,4,2,10941.68891826662
3067,1.19,Very Good,D,SI2,61.1,58.0,6.84,6.88,4.19,3,2,7,5982.624458060188
3068,1.12,Premium,H,VS1,61.6,58.0,6.64,4.11,3.7,4,5,3,6735.37834307746
3069,1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,2,3,3,10821.365604367684
3070,0.3,Premium,G,VS1,61.4,60.0,4.33,4.3,2.65,4,5,4,610.737001464399
3071,1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,2,2,1,5256.588680653167
3072,1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,5,3,5,5105.872628906466
3073,0.31,Premium,G,VS1,61.2,60.0,4.39,4.37,2.68,4,5,4,649.6289135817175
3074,0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,2,3,5,2345.3652955485773
3075,0.9,Very Good,H,VS1,63.0,62.0,6.09,6.0,3.81,3,5,3,4341.010040457077
3076,0.71,Ideal,G,VVS2,61.7,57.0,5.72,5.74,3.53,5,6,4,3447.7726052426565
