,carat,cut,color,clarity,depth,table,price,x,y,z,clarity_,color_
24457,2.01,Very Good,I,VS1,59.8,63.0,17068.0,8.14,8.11,4.86,4,1
24458,2.01,Premium,I,VS1,62.9,62.0,17068.0,8.02,7.98,5.03,4,1
24459,2.01,Ideal,I,VS1,62.5,56.0,17068.0,8.08,8.02,5.03,4,1
24460,2.01,Premium,H,VS2,60.1,61.0,17068.0,8.14,8.06,4.87,3,2
24461,1.7,Very Good,G,VVS2,61.5,60.0,17073.0,7.59,7.64,4.68,5,3
24462,2.13,Premium,H,SI2,62.3,57.0,17073.0,8.24,8.16,5.11,1,2
24463,1.61,Ideal,G,VS1,61.8,57.0,17076.0,7.48,7.51,4.63,4,3
24464,2.01,Ideal,F,SI2,62.2,56.0,17078.0,8.05,8.08,5.02,1,4
24465,2.01,Very Good,D,SI2,61.8,59.0,17079.0,8.07,8.15,5.01,1,6
24466,2.05,Premium,E,SI2,59.7,59.0,17081.0,8.27,8.39,4.97,1,5
24467,2.0,Very Good,I,VS2,63.1,60.0,17084.0,7.95,7.99,5.03,3,1
24468,2.0,Good,D,SI2,64.1,57.0,17094.0,7.91,7.82,5.04,1,6
24469,2.07,Ideal,G,SI2,62.0,55.0,17095.0,8.23,8.13,5.07,1,3
24470,2.01,Very Good,H,SI1,60.0,58.0,17095.0,8.16,8.25,4.92,2,2
24471,1.93,Premium,H,VS1,60.5,60.0,17096.0,8.06,7.98,4.85,4,2
24472,2.02,Premium,G,SI2,60.1,59.0,17099.0,8.29,8.21,4.96,1,3
24473,1.02,Very Good,D,IF,61.7,59.0,17100.0,6.42,6.52,3.99,7,6
24474,2.53,Fair,H,SI2,64.6,59.0,17103.0,8.54,8.45,5.4,1,2
24475,1.56,Ideal,F,VS2,62.0,55.0,17108.0,7.41,7.45,4.61,3,4
24476,1.51,Good,D,VS1,63.7,55.0,17111.0,7.28,7.22,4.62,4,6
24477,2.09,Ideal,I,SI1,61.8,56.0,17114.0,8.15,8.22,5.06,2,1
24478,2.01,Good,E,SI2,62.3,61.0,17115.0,7.99,8.04,4.99,1,5
24479,2.57,Premium,E,SI2,61.3,60.0,17116.0,8.82,8.73,5.38,1,5
24480,2.01,Very Good,E,SI2,60.6,59.0,17118.0,8.11,8.25,4.96,1,5
24481,2.22,Ideal,G,SI2,62.5,54.0,17123.0,8.28,8.35,5.2,1,3
24482,1.72,Ideal,G,VS2,62.4,55.0,17125.0,7.63,7.68,4.78,3,3
24483,2.01,Ideal,I,SI1,59.9,60.0,17126.0,8.27,8.2,4.93,2,1
24484,2.0,Premium,G,SI2,60.4,61.0,17136.0,8.21,8.12,4.93,1,3
24485,2.02,Ideal,H,SI1,62.4,58.0,17141.0,8.07,8.03,5.02,2,2
24486,2.71,Premium,E,SI2,60.4,59.0,17146.0,9.13,9.03,5.48,1,5
24487,2.27,Premium,J,VS1,62.4,58.0,17149.0,8.41,8.36,5.23,4,0
24488,2.22,Good,I,SI1,57.8,58.0,17151.0,8.58,8.54,4.95,2,1
24489,1.5,Very Good,D,VS2,62.4,57.0,17153.0,7.2,7.25,4.51,3,6
24490,2.02,Premium,I,VS1,61.2,59.0,17153.0,8.13,8.05,4.95,4,1
24491,2.09,Premium,H,SI2,62.1,58.0,17156.0,8.22,8.17,5.09,1,2
24492,2.22,Very Good,I,SI1,62.4,55.0,17160.0,8.29,8.35,5.19,2,1
24493,2.51,Ideal,H,SI2,62.0,57.0,17162.0,8.72,8.67,5.39,1,2
24494,2.74,Very Good,J,SI2,61.5,62.0,17164.0,8.87,8.9,5.46,1,0
24495,2.42,Premium,J,VS2,61.3,59.0,17168.0,8.61,8.58,5.27,3,0
24496,2.42,Premium,J,VS2,61.3,59.0,17168.0,8.61,8.58,5.27,3,0
24497,1.75,Premium,F,VS2,61.4,58.0,17172.0,7.76,7.72,4.75,3,4
24498,2.0,Premium,F,SI1,58.8,61.0,17172.0,8.29,8.23,4.86,2,4
24499,0.32,Ideal,G,VS1,61.7,55.0,645.0,4.39,4.43,2.72,4,3
24500,0.32,Very Good,G,VS1,62.1,55.0,645.0,4.41,4.44,2.75,4,3
24501,0.32,Ideal,G,VS1,61.9,55.0,645.0,4.39,4.43,2.73,4,3
24502,0.32,Ideal,F,VS2,62.5,56.0,645.0,4.37,4.43,2.75,3,4
24503,0.32,Ideal,F,VS2,62.5,56.0,645.0,4.37,4.4,2.74,3,4
24504,0.32,Premium,H,VVS2,62.3,58.0,645.0,4.33,4.37,2.71,5,2
24505,0.32,Ideal,F,VS2,62.4,57.0,645.0,4.34,4.38,2.72,3,4
24506,0.32,Ideal,G,VS1,62.3,56.0,645.0,4.37,4.39,2.73,4,3
24507,0.32,Premium,F,VS2,60.7,58.0,645.0,4.41,4.45,2.69,3,4
24508,0.32,Ideal,H,VVS2,62.0,55.0,645.0,4.39,4.42,2.73,5,2
24509,0.32,Ideal,G,VS1,62.1,55.0,645.0,4.38,4.41,2.73,4,3
24510,0.32,Premium,F,VS2,59.4,58.0,645.0,4.44,4.48,2.65,3,4
24511,0.32,Very Good,G,VS1,62.8,54.0,645.0,4.38,4.41,2.76,4,3
24512,0.32,Ideal,H,VVS2,61.2,56.0,645.0,4.4,4.43,2.7,5,2
24513,0.32,Ideal,G,VS1,60.5,56.0,645.0,4.42,4.44,2.68,4,3
24514,0.32,Very Good,H,VVS2,62.9,57.0,645.0,4.36,4.39,2.75,5,2
24515,0.32,Ideal,H,VVS2,61.8,55.0,645.0,4.38,4.42,2.72,5,2
24516,0.32,Premium,F,VS2,61.2,59.0,645.0,4.4,4.42,2.7,3,4
24517,0.27,Very Good,E,SI1,60.6,57.0,646.0,4.19,4.25,2.55,2,5
24518,0.42,Good,F,SI2,64.1,56.0,646.0,4.76,4.72,3.04,1,4
24519,0.31,Ideal,H,VS2,61.4,56.0,646.0,4.38,4.42,2.7,3,2
24520,0.35,Ideal,H,VS1,61.8,57.0,646.0,4.53,4.56,2.81,4,2
24521,0.28,Premium,H,VVS1,59.9,62.0,646.0,4.28,4.23,2.55,6,2
24522,0.28,Premium,H,VVS1,61.5,58.0,646.0,4.22,4.17,2.58,6,2
24523,0.28,Premium,G,VVS2,60.2,60.0,646.0,4.26,4.24,2.56,5,3
24524,0.32,Very Good,D,VS2,58.8,59.0,646.0,4.49,4.52,2.65,3,6
24525,1.57,Premium,E,VS1,61.4,58.0,17175.0,7.44,7.48,4.58,4,5
24526,1.5,Ideal,G,VVS2,61.3,56.0,17176.0,7.39,7.43,4.55,5,3
24527,2.01,Premium,E,SI2,58.9,60.0,17179.0,8.24,8.2,4.84,1,5
24528,2.01,Premium,E,SI2,62.0,61.0,17179.0,8.1,8.04,5.0,1,5
24529,2.03,Ideal,G,SI2,61.1,57.0,17182.0,8.16,8.21,5.0,1,3
24530,2.74,Very Good,H,SI2,63.3,58.0,17184.0,8.88,8.84,5.61,1,2
24531,2.56,Premium,J,SI1,61.4,58.0,17186.0,8.76,8.73,5.37,2,0
24532,2.01,Premium,H,VS2,61.6,61.0,17191.0,8.14,8.07,4.99,3,2
24533,2.3,Ideal,I,SI1,62.2,60.0,17193.0,8.43,8.39,5.23,2,1
24534,2.14,Premium,I,VS2,60.7,59.0,17193.0,8.33,8.28,5.04,3,1
24535,1.67,Ideal,F,VS2,61.8,57.0,17194.0,7.58,7.62,4.7,3,4
24536,2.01,Ideal,I,VS2,60.7,57.0,17197.0,8.21,8.17,4.97,3,1
24537,1.71,Premium,G,VS1,62.3,58.0,17197.0,7.65,7.61,4.75,4,3
24538,1.51,Very Good,F,VVS2,61.3,61.0,17203.0,7.33,7.36,4.5,5,4
24539,1.5,Premium,F,VVS2,58.8,58.0,17203.0,7.51,7.43,4.39,5,4
24540,1.6,Premium,G,VVS1,61.5,58.0,17204.0,7.48,7.58,4.63,6,3
24541,1.71,Ideal,G,VS1,61.4,57.0,17204.0,7.72,7.65,4.72,4,3
24542,1.71,Very Good,G,VS1,61.3,54.0,17206.0,7.69,7.74,4.73,4,3
24543,2.6,Premium,J,SI2,58.3,61.0,17209.0,9.05,8.94,5.24,1,0
24544,2.61,Ideal,J,SI2,64.6,55.0,17209.0,8.61,8.57,5.55,1,0
24545,2.14,Ideal,I,SI1,62.1,58.0,17213.0,8.21,8.26,5.11,2,1
24546,2.05,Ideal,J,VVS2,62.7,56.0,17214.0,8.18,8.11,5.11,5,0
24547,1.41,Premium,D,VVS2,60.8,57.0,17216.0,7.28,7.23,4.41,5,6
24548,2.31,Premium,I,SI2,62.9,58.0,17218.0,8.43,8.34,5.27,1,1
24549,1.7,Very Good,G,VS1,61.8,53.0,17219.0,7.63,7.67,4.73,4,3
24550,2.15,Ideal,H,SI2,61.8,57.0,17219.0,8.3,8.24,5.11,1,2
24551,2.01,Ideal,F,SI2,60.0,56.0,17220.0,8.17,8.22,4.92,1,4
24552,1.53,Ideal,D,VS2,62.7,54.0,17223.0,7.35,7.39,4.62,3,6
24553,2.01,Ideal,I,VS1,61.4,59.0,17227.0,8.06,8.13,4.97,4,1
24554,1.7,Premium,G,VVS2,61.5,60.0,17228.0,7.64,7.59,4.68,5,3
24555,2.52,Ideal,I,SI1,61.5,56.0,17231.0,8.76,8.69,5.37,2,1
24556,2.25,Premium,H,SI1,61.5,61.0,17233.0,8.47,8.41,5.19,2,2
24557,2.01,Premium,D,SI2,61.8,59.0,17235.0,8.15,8.07,5.01,1,6
24558,2.01,Premium,H,SI1,62.3,58.0,17235.0,8.04,7.99,4.99,2,2
24559,2.05,Premium,E,SI2,59.7,59.0,17237.0,8.39,8.27,4.97,1,5
24560,1.54,Ideal,F,VS2,61.8,56.0,17240.0,7.36,7.39,4.56,3,4
24561,2.01,Very Good,F,SI2,60.8,57.0,17244.0,8.09,8.15,4.94,1,4
24562,2.02,Ideal,H,SI1,62.5,54.0,17245.0,8.07,8.1,5.05,2,2
24563,2.0,Very Good,H,SI1,62.7,56.0,17247.0,7.98,8.02,5.02,2,2
24564,2.1,Ideal,I,SI1,60.8,60.0,17250.0,8.24,8.35,5.04,2,1
24565,2.12,Premium,I,VS2,61.5,58.0,17254.0,8.3,8.26,5.09,3,1
24566,1.61,Ideal,F,VS1,62.0,55.0,17256.0,7.52,7.55,4.67,4,4
24567,2.08,Premium,H,VS2,62.0,58.0,17258.0,8.19,8.1,5.05,3,2
24568,2.42,Premium,I,VS1,59.8,59.0,17262.0,8.8,8.78,5.26,4,1
24569,2.02,Very Good,D,SI2,62.3,56.0,17263.0,7.99,8.06,5.0,1,6
24570,2.16,Ideal,E,SI2,61.4,57.0,17263.0,8.36,8.33,5.12,1,5
24571,2.02,Ideal,G,SI2,61.7,57.0,17265.0,8.15,8.1,5.01,1,3
24572,2.02,Premium,H,SI1,62.1,61.0,17265.0,8.06,7.99,4.98,2,2
24573,2.2,Premium,H,SI1,61.2,59.0,17265.0,8.42,8.37,513.774,2,2
24574,1.86,Very Good,H,VVS2,58.6,62.0,17267.0,8.07,8.14,4.75,5,2
24575,1.8,Very Good,E,SI1,62.2,57.0,17273.0,7.81,7.89,4.88,2,5
24576,1.5,Very Good,F,VVS1,60.0,60.0,17279.0,7.36,7.44,4.44,6,4
24577,2.05,Premium,E,SI2,62.5,56.0,17294.0,8.17,8.08,5.08,1,5
24578,2.35,Premium,I,SI2,59.9,58.0,17294.0,8.68,8.61,5.18,1,1
24579,2.35,Premium,I,SI2,61.1,58.0,17294.0,8.63,8.56,5.25,1,1
24580,2.03,Very Good,I,VS2,59.9,57.0,17297.0,8.14,8.25,4.91,3,1
24581,2.26,Ideal,H,SI2,62.2,56.0,17312.0,8.38,8.35,5.2,1,2
24582,2.16,Premium,I,SI1,62.9,55.0,17313.0,8.28,8.2,5.18,2,1
24583,2.01,Good,F,SI2,64.0,58.0,17313.0,7.94,7.83,5.05,1,4
24584,2.04,Very Good,I,VS2,60.3,59.0,17315.0,8.18,8.2,4.94,3,1
24585,1.51,Very Good,F,VVS2,63.1,56.0,17317.0,7.32,7.26,4.6,5,4
24586,2.04,Very Good,I,SI1,62.9,54.0,17323.0,8.16,8.08,5.1,2,1
24587,1.7,Premium,E,VS2,62.9,58.0,17323.0,7.57,7.54,4.75,3,5
24588,2.04,Ideal,J,IF,61.5,58.0,17327.0,8.11,8.14,5.0,7,0
24589,1.58,Ideal,G,IF,62.2,57.0,17329.0,7.45,7.51,4.65,7,3
24590,1.7,Good,F,VS1,57.6,63.0,17330.0,7.86,7.81,4.51,4,4
24591,2.01,Premium,G,SI1,62.5,58.0,17334.0,7.98,8.08,5.02,2,3
24592,1.69,Good,G,VS1,58.1,58.0,17338.0,7.8,7.84,4.54,4,3
24593,2.54,Ideal,G,SI2,62.7,56.0,17339.0,8.75,8.67,5.46,1,3
24594,1.75,Ideal,G,VS2,61.5,57.0,17343.0,7.76,7.72,4.76,3,3
24595,2.01,Premium,H,SI1,61.8,58.0,17347.0,8.13,8.06,5.0,2,2
24596,1.67,Ideal,F,VS2,61.8,57.0,17351.0,7.62,7.58,4.7,3,4
24597,1.21,Ideal,E,IF,61.8,56.0,17353.0,6.81,6.88,4.23,7,5
24598,1.93,Premium,H,VS2,62.8,58.0,17353.0,7.91,7.86,4.95,3,2
24599,2.02,Very Good,I,SI1,60.4,58.0,17357.0,8.2,8.16,4.94,2,1
24600,1.79,Premium,G,VS2,61.2,58.0,17358.0,7.9,7.82,4.81,3,3
24601,1.6,Premium,G,VVS1,61.5,58.0,17360.0,7.58,7.48,4.63,6,3
24602,1.7,Ideal,F,VS2,62.4,57.0,17360.0,7.65,7.57,4.75,3,4
24603,2.01,Good,I,VS1,62.5,56.0,17365.0,7.96,8.0,4.99,4,1
24604,1.59,Ideal,F,VS1,62.9,57.0,17366.0,7.38,7.48,4.62,4,4
24605,1.95,Very Good,H,VS2,61.7,55.0,17374.0,8.0,8.05,4.95,3,2
24606,2.04,Premium,E,SI2,58.3,58.0,17379.0,8.35,8.31,4.86,1,5
24607,2.17,Ideal,I,SI1,60.4,56.0,17381.0,8.43,8.36,5.07,2,1
24608,2.01,Ideal,H,SI1,60.6,57.0,17383.0,8.19,8.09,4.92,2,2
24609,1.59,Premium,E,VS1,61.2,58.0,17393.0,7.49,7.58,4.61,4,5
24610,2.03,Premium,G,SI2,60.1,60.0,17393.0,8.27,8.2,4.95,1,3
24611,1.69,Good,E,VS1,63.8,56.0,17400.0,7.51,7.57,4.81,4,5
24612,2.01,Ideal,H,SI1,61.9,57.0,17403.0,8.14,8.05,5.01,2,2
24613,2.01,Premium,G,SI2,60.1,60.0,17403.0,8.25,8.18,4.94,1,3
24614,2.01,Ideal,H,SI1,59.3,58.0,17403.0,8.25,8.19,4.87,2,2
24615,2.01,Ideal,H,SI1,61.6,57.0,17403.0,8.1,8.04,4.97,2,2
24616,2.5,Fair,F,SI2,65.8,58.0,17405.0,8.38,8.31,5.49,1,4
24617,2.0,Good,G,SI1,63.6,61.0,17405.0,7.9,7.83,5.0,2,3
24618,2.64,Ideal,H,SI2,62.3,55.0,17407.0,8.88,8.83,5.52,1,2
24619,2.05,Fair,I,VS1,67.7,58.0,17408.0,7.74,7.68,5.22,4,1
24620,1.61,Ideal,F,VS1,62.0,55.0,17414.0,7.55,7.52,4.67,4,4
24621,2.14,Premium,I,VS2,62.3,58.0,17416.0,8.22,8.16,5.1,3,1
24622,1.65,Very Good,F,VS1,62.8,56.0,17425.0,7.52,7.57,4.74,4,4
24623,2.01,Premium,I,VS2,61.1,60.0,17433.0,8.06,8.12,4.94,3,1
24624,2.19,Ideal,H,SI2,62.0,56.0,17433.0,8.36,8.48,5.22,1,2
24625,2.01,Very Good,H,SI1,62.2,60.0,17434.0,8.05,8.0,4.99,2,2
24626,2.0,Premium,I,VS1,61.1,58.0,17436.0,8.11,8.08,4.95,4,1
24627,1.55,Ideal,D,VS2,62.5,55.0,17441.0,7.38,7.43,4.63,3,6
24628,1.76,Ideal,G,VS2,60.3,57.0,17442.0,7.9,7.83,4.74,3,3
24629,2.0,Good,H,SI1,58.0,58.0,17447.0,8.21,8.26,4.78,2,2
24630,2.48,Very Good,I,SI2,63.0,62.0,17448.0,8.58,8.62,5.42,1,1
24631,1.5,Good,E,VVS2,64.3,58.0,17449.0,7.2,7.13,4.61,5,5
24632,2.31,Premium,J,VS1,62.3,61.0,17451.0,8.55,8.43,5.29,4,0
24633,2.51,Premium,J,SI1,59.6,60.0,17452.0,8.84,8.79,5.25,2,0
24634,1.56,Ideal,F,VS1,61.7,56.0,17455.0,7.48,7.46,4.61,4,4
24635,2.01,Premium,H,SI1,59.6,59.0,17458.0,8.27,8.19,4.9,2,2
24636,2.2,Ideal,H,VS2,61.7,55.0,17460.0,8.41,8.38,5.18,3,2
24637,2.08,Ideal,H,SI1,61.3,56.0,17469.0,8.24,8.27,5.06,2,2
24638,2.08,Ideal,H,SI1,61.7,58.0,17469.0,8.13,8.21,5.04,2,2
24639,2.44,Very Good,J,SI1,62.9,53.0,17472.0,8.58,8.62,5.41,2,0
24640,2.18,Premium,H,SI2,59.1,60.0,17473.0,8.49,8.45,5.01,1,2
24641,2.01,Premium,I,SI1,60.2,59.0,17474.0,8.18,8.12,4.91,2,1
24642,2.18,Very Good,G,SI2,61.0,60.0,17475.0,8.29,8.33,5.07,1,3
24643,2.01,Very Good,H,SI1,60.1,60.0,17476.0,8.25,8.2,4.94,2,2
24644,1.7,Good,D,VS2,63.6,56.0,17485.0,7.56,7.5,4.79,3,6
24645,2.02,Premium,H,SI1,61.1,60.0,17489.0,8.19,8.11,4.98,2,2
24646,1.7,Premium,G,VS1,61.2,57.0,17492.0,7.73,7.64,4.7,4,3
24647,2.01,Ideal,G,SI1,59.2,57.0,17492.0,8.23,8.19,4.86,2,3
24648,1.31,Premium,D,VVS1,62.8,55.0,17496.0,7.01,6.95,4.38,6,6
24649,2.01,Good,I,VS2,65.0,57.0,17497.0,7.85,7.99,5.15,3,1
24650,1.14,Good,D,IF,61.7,63.0,17499.0,6.64,6.74,4.13,7,6
24651,2.33,Ideal,I,VS2,62.0,57.0,17504.0,8.52,8.45,5.26,3,1
24652,1.91,Very Good,F,SI1,62.2,54.0,17509.0,7.91,7.97,4.94,2,4
24653,2.14,Premium,G,SI2,60.4,59.0,17513.0,8.32,8.38,5.04,1,3
24654,2.01,Very Good,F,SI2,62.3,63.0,17514.0,8.07,7.96,4.99,1,4
24655,1.51,Premium,D,VS1,62.9,54.0,17515.0,7.29,7.22,4.56,4,6
24656,2.32,Ideal,I,SI2,62.0,57.0,17516.0,8.45,8.49,5.25,1,1
24657,2.05,Premium,H,SI1,60.2,58.0,17521.0,8.25,8.22,4.96,2,2
24658,2.52,Premium,H,SI2,62.4,57.0,17522.0,8.72,8.66,5.43,1,2
24659,2.01,Ideal,I,VS1,62.5,56.0,17523.0,8.0,7.96,4.99,4,1
24660,2.21,Premium,G,SI2,62.4,60.0,17525.0,8.34,8.29,5.19,1,3
24661,2.02,Very Good,F,SI1,62.7,59.0,17530.0,7.97,8.03,5.02,2,4
24662,2.02,Good,I,VS1,57.9,63.0,17533.0,8.13,8.21,4.73,4,1
24663,2.36,Ideal,J,VS2,60.1,59.0,17534.0,8.64,8.69,5.21,3,0
24664,2.0,Ideal,F,SI2,62.9,56.0,17534.0,7.94,8.01,5.02,1,4
24665,1.97,Premium,H,VS2,62.9,59.0,17535.0,8.01,7.9,5.0,3,2
24666,2.29,Premium,H,VS2,61.6,60.0,17539.0,8.45,8.43,5.2,3,2
24667,1.57,Ideal,E,VS2,60.5,57.0,17548.0,7.53,7.57,4.57,3,5
24668,1.59,Premium,E,VS1,61.2,58.0,17552.0,7.58,7.49,4.61,4,5
24669,1.89,Ideal,H,VS1,61.6,56.0,17553.0,7.92,7.95,4.89,4,2
24670,2.19,Premium,H,SI2,61.7,58.0,17554.0,8.38,8.28,5.14,1,2
24671,2.01,Ideal,G,SI2,61.9,57.0,17555.0,8.0,8.08,4.98,1,3
24672,1.65,Ideal,G,IF,62.4,55.0,17569.0,7.53,7.61,4.72,7,3
24673,2.36,Ideal,H,SI2,62.2,55.0,17569.0,8.51,8.56,5.3,1,2
24674,2.0,Premium,I,VS2,62.5,57.0,17574.0,8.01,7.92,4.98,3,1
24675,2.02,Premium,G,SI1,61.8,58.0,17579.0,8.16,8.1,4.94,2,3
24676,2.02,Very Good,I,VS2,63.1,55.0,17581.0,8.0,8.09,5.08,3,1
24677,2.14,Very Good,F,SI2,58.2,61.0,17582.0,8.45,8.5,4.93,1,4
24678,1.03,Ideal,D,IF,62.0,56.0,17590.0,6.55,6.44,4.03,7,6
24679,2.53,Premium,H,SI2,59.6,59.0,17591.0,8.9,8.82,5.29,1,2
24680,2.01,Premium,I,VS2,61.1,60.0,17592.0,8.12,8.06,4.94,3,1
24681,1.71,Ideal,G,VS1,62.2,55.0,17595.0,7.72,7.65,4.78,4,3
24682,1.7,Good,F,VS2,62.2,56.0,17597.0,7.54,7.6,4.71,3,4
24683,1.38,Very Good,F,IF,58.2,60.0,17598.0,7.32,7.39,4.28,7,4
24684,2.0,Good,H,SI1,63.3,59.0,17600.0,7.96,8.03,5.06,2,2
24685,1.64,Ideal,G,VVS2,61.8,56.0,17604.0,7.59,7.6,4.69,5,3
24686,1.72,Premium,G,VS1,59.4,60.0,17605.0,7.82,7.86,4.66,4,3
24687,2.1,Premium,J,VVS1,61.3,58.0,17606.0,8.29,8.24,5.07,6,0
24688,2.0,Ideal,I,VS1,62.0,57.0,17607.0,8.04,7.99,4.97,4,1
24689,2.52,Good,G,SI2,63.7,59.0,17608.0,8.57,8.52,5.44,1,3
24690,2.01,Ideal,G,SI2,60.9,55.0,17609.0,8.16,8.19,4.98,1,3
24691,1.74,Premium,G,VS2,61.0,58.0,17614.0,7.77,7.75,4.73,3,3
24692,2.07,Ideal,G,SI2,62.2,54.0,17614.0,8.16,8.21,5.09,1,3
24693,2.08,Premium,H,SI1,62.6,59.0,17617.0,8.1,8.13,5.08,2,2
24694,2.2,Premium,H,SI2,62.7,58.0,17634.0,8.33,8.27,5.2,1,2
24695,2.05,Premium,I,VS1,60.6,60.0,17640.0,8.21,8.18,4.97,4,1
24696,2.39,Premium,I,VS1,61.2,60.0,17642.0,8.63,8.6,5.27,4,1
24697,1.51,Ideal,E,VS1,62.2,57.0,17649.0,7.37,7.32,4.57,4,5
24698,2.06,Premium,G,SI2,62.7,58.0,17650.0,8.12,8.09,5.08,1,3
24699,2.02,Very Good,F,SI1,60.1,60.0,17658.0,8.21,8.29,4.96,2,4
24700,1.52,Ideal,D,VS1,61.2,57.0,17659.0,7.4,7.46,4.55,4,6
24701,1.7,Ideal,F,VS2,61.3,54.0,17662.0,7.72,7.67,4.72,3,4
24702,1.34,Premium,E,IF,61.8,58.0,17663.0,7.15,7.08,4.4,7,5
24703,2.29,Premium,H,SI2,62.5,58.0,17666.0,8.43,8.37,5.25,1,2
24704,1.5,Premium,E,VVS2,58.7,61.0,17667.0,7.49,7.36,4.36,5,5
24705,2.02,Very Good,H,SI1,63.4,60.0,17672.0,7.96,8.04,5.07,2,2
24706,2.28,Premium,I,SI1,61.6,58.0,17673.0,8.43,8.46,5.2,2,1
24707,2.14,Premium,G,SI2,60.4,59.0,17673.0,8.38,8.32,5.04,1,3
24708,2.01,Very Good,E,SI1,62.7,57.0,17676.0,8.03,8.11,5.06,2,5
24709,2.32,Ideal,I,SI2,62.0,57.0,17676.0,8.49,8.45,5.25,1,1
24710,1.71,Very Good,F,VS1,61.9,61.0,17685.0,7.61,7.67,4.73,4,4
24711,2.01,Ideal,E,SI2,62.2,57.0,17688.0,8.04,8.09,5.02,1,5
24712,2.01,Premium,H,SI1,62.7,59.0,17688.0,8.03,8.08,5.05,2,2
24713,1.51,Very Good,E,VVS2,60.2,61.0,17689.0,7.34,7.4,4.44,5,5
24714,2.52,Very Good,G,SI2,63.2,58.0,17689.0,8.65,8.61,5.45,1,3
24715,2.02,Premium,G,SI1,62.8,60.0,17692.0,8.02,7.96,5.02,2,3
24716,2.12,Very Good,F,SI2,60.6,58.0,17694.0,8.27,8.32,5.03,1,4
24717,2.0,Ideal,F,SI2,62.0,57.0,17710.0,8.03,8.1,5.0,1,4
24718,2.11,Ideal,I,VS2,62.2,55.0,17712.0,8.2,8.26,5.12,3,1
24719,1.99,Fair,H,VS2,60.5,63.0,17713.0,8.2,8.11,4.93,3,2
24720,2.21,Premium,I,SI1,61.1,59.0,17714.0,8.42,8.37,5.13,2,1
24721,2.31,Very Good,I,SI1,62.5,55.0,17715.0,8.39,8.44,5.26,2,1
24722,2.0,Premium,I,VS2,61.8,56.0,17716.0,8.11,8.04,4.99,3,1
24723,1.52,Premium,D,VS1,61.0,59.0,17723.0,7.48,7.53,4.5,4,6
24724,2.0,Very Good,G,SI1,63.0,55.0,17724.0,7.96,8.1,5.06,2,3
24725,1.65,Ideal,G,IF,62.4,55.0,17729.0,7.61,7.53,4.72,7,3
24726,2.12,Ideal,F,SI2,62.3,57.0,17730.0,8.19,8.22,5.11,1,4
24727,2.0,Good,G,SI1,64.2,59.0,17740.0,7.84,7.93,5.06,2,3
24728,2.17,Ideal,I,SI1,60.7,57.0,17747.0,8.38,8.42,5.1,2,1
24729,2.03,Very Good,G,SI2,62.7,55.0,17752.0,8.07,8.14,5.08,1,3
24730,2.56,Ideal,J,SI1,61.4,58.0,17753.0,8.73,8.76,5.37,2,0
24731,2.01,Very Good,E,SI2,59.3,61.0,17759.0,8.14,8.19,4.84,1,5
24732,2.01,Very Good,H,SI1,62.8,59.0,17759.0,7.99,8.04,5.03,2,2
24733,2.0,Premium,E,SI2,62.2,56.0,17760.0,8.14,8.06,5.04,1,5
24734,2.0,Very Good,H,SI1,63.3,59.0,17760.0,8.03,7.96,5.06,2,2
24735,2.0,Good,E,SI2,57.7,61.0,17760.0,8.31,8.19,4.76,1,5
24736,2.0,Good,D,VS2,63.7,60.0,17760.0,7.88,7.81,5.0,3,6
24737,2.0,Ideal,G,VS2,62.3,57.0,17760.0,8.06,7.97,4.99,3,3
24738,2.0,Premium,H,SI1,62.6,56.0,17760.0,8.01,7.96,5.0,2,2
24739,1.87,Ideal,H,VS1,59.7,60.0,17761.0,7.98,8.04,4.78,4,2
24740,1.72,Premium,G,VS1,59.4,60.0,17765.0,7.86,7.82,4.66,4,3
24741,1.71,Premium,F,VS2,61.4,60.0,17766.0,7.72,7.62,4.71,3,4
24742,2.16,Very Good,I,SI1,58.5,60.0,17772.0,8.49,8.54,4.98,2,1
24743,1.55,Premium,D,VS1,59.7,60.0,17773.0,7.62,7.56,4.53,4,6
24744,2.05,Premium,D,SI1,60.4,58.0,17776.0,8.26,8.16,4.96,2,6
24745,2.08,Premium,H,SI1,62.6,59.0,17778.0,8.13,8.1,5.08,2,2
24746,2.21,Very Good,I,SI1,62.9,59.0,17784.0,8.3,8.34,5.23,2,1
24747,2.01,Ideal,F,SI2,61.3,60.0,17798.0,8.05,8.1,4.95,1,4
24748,2.72,Ideal,J,SI2,62.1,56.0,17801.0,8.97,8.93,5.56,1,0
24749,1.69,Very Good,E,VS2,62.7,58.0,17803.0,7.52,7.6,4.74,3,5
24750,2.03,Premium,F,SI1,61.3,59.0,17803.0,8.15,8.22,5.02,2,4
24751,2.09,Premium,H,SI2,60.6,59.0,17805.0,8.27,8.22,5.0,1,2
24752,2.17,Ideal,H,SI2,62.0,56.0,17805.0,8.25,8.29,5.13,1,2
24753,2.05,Very Good,H,SI1,62.5,57.0,17811.0,8.09,8.07,5.05,2,2
24754,2.11,Premium,G,SI1,61.6,59.0,17816.0,8.24,8.19,5.06,2,3
24755,2.16,Ideal,H,SI1,61.9,57.0,17820.0,8.3,8.38,5.16,2,2
24756,1.63,Ideal,E,VS2,61.3,55.0,17825.0,7.6,7.63,4.67,3,5
